,name,gross_profit_rate201501,gross_profit_rate201502,gross_profit_rate201503,gross_profit_rate201504,gross_profit_rate201601,gross_profit_rate201602,gross_profit_rate201603,gross_profit_rate201604,gross_profit_rate201701,gross_profit_rate201702,gross_profit_rate201703,gross_profit_rate201704,gross_profit_rate201801,gross_profit_rate201802,gross_profit_rate201803,gross_profit_rate201804,gross_profit_rate201901,gross_profit_rate201902,gross_profit_rate201903,gross_profit_rate201904,gross_profit_rate202001,gross_profit_rate202002,gross_profit_rate202003
2047,百川能源,48.1646,47.3237,49.3225,42.8884,34.2185,38.1362,46.6666,49.9334,29.1308,40.7673,42.4838,42.1475,22.6391,26.3983,29.8876,31.5517,25.0447,29.3518,30.0998,27.2386,22.4753,25.1499,25.8286
2049,京投发展,18.466,15.5429,14.9985,25.8303,24.3835,24.6165,26.2867,32.2675,30.0948,26.7115,26.9159,35.6451,35.967,28.7541,28.3477,32.4727,54.9352,50.1404,47.2764,31.6602,28.2185,32.8643,30.0512
2050,金龙汽车,12.93,14.8415,15.5699,17.1457,13.7654,14.7302,12.8524,8.9015,10.2536,13.4925,19.8326,18.7446,11.7447,12.6163,12.2933,14.0217,10.9422,11.7456,12.0238,13.828,4.5425,9.3639,11.0401
2051,上海三毛,7.7842,6.6878,6.4054,6.8873,9.583,8.1852,7.5309,7.2604,8.0362,7.3031,6.846,6.738,6.0853,6.2397,6.6638,6.8397,8.0515,7.501,6.8303,6.8997,7.4276,8.0877,8.012
2052,海尔智家,27.6636,27.7819,27.7614,27.9558,28.5871,28.9237,29.0734,31.024,30.1012,30.1909,29.8998,30.9975,28.6152,28.9721,28.9304,29.0003,29.1233,29.1018,29.0888,29.8331,27.4446,27.9892,28.0294
2053,阳煤化工,7.852,9.1821,9.8754,11.8027,10.6015,5.9541,4.1732,6.5129,11.2151,10.3548,10.3153,12.8811,11.3334,14.1505,13.0293,14.5806,11.0019,12.1323,11.7128,12.0573,6.6983,5.7858,7.9148
2054,亚通股份,22.7657,16.8662,11.6057,16.3891,20.6272,15.8767,17.1448,17.8047,17.6904,14.8683,15.8091,16.7256,21.1037,22.6517,23.8895,20.662,21.974,18.342,18.1808,18.677,2.5531,8.7926,10.2689
2056,绿庭投资,7.3281,6.6031,9.3645,10.7563,43.7456,51.7283,60.9774,60.7809,93.7706,94.7021,95.2794,88.0162,80.1491,82.6215,82.3943,84.1164,82.90700000000002,86.279,85.4849,72.5699,66.994,77.0722,61.2113
2057,欧亚集团,18.0145,18.0613,18.8016,19.9099,19.8369,19.27,20.0221,20.998,21.4713,20.5681,21.3547,22.5557,22.9371,22.8134,23.0519,23.2838,23.3616,22.9144,23.3461,23.5707,20.8925,39.946,41.1809
2059,ST天雁,24.0559,23.1162,22.0624,15.9645,23.7226,23.3238,22.6062,21.9813,19.0678,19.1893,18.0844,14.0346,14.3608,18.1289,16.5593,12.6854,19.2744,19.4643,18.019,21.0696,14.0521,17.2685,16.439
2060,均胜电子,19.767,21.7079,22.5451,21.6473,21.6275,20.4377,20.5451,18.8472,18.5917,18.1237,17.1516,16.3886,17.1441,15.128,15.6525,16.9989,17.1493,17.3011,17.0037,16.0006,17.4,14.1899,15.2039
2061,三安光电,48.4097,48.169,46.087,46.1422,39.0863,37.6492,38.2611,41.6464,45.8094,48.2605,48.3419,48.7903,51.1299,48.8842,47.3475,44.7083,36.9378,35.1676,32.3788,29.3714,28.2442,30.6038,29.3005
2062,物产中大,8.1727,7.0075,3.152,3.1529,4.2591,3.8146,3.6668,3.4378,3.1951,2.7095,2.8659,2.5797,3.2538,3.1226,2.9818,2.7509,3.0658,2.8443,2.6830000000000003,2.5832,2.3726,2.5684,2.841
2063,中航资本,48.2998,55.2238,54.8159,56.0108,45.8959,51.5235,51.6598,55.4331,46.4066,53.1974,52.8242,53.6653,43.8972,45.3728,45.9434,45.0971,44.1671,44.3954,45.8184,44.8676,41.2438,43.1165,43.5959
2064,光明地产,17.2178,16.7558,20.1355,24.4638,18.9059,21.1579,19.0158,21.0993,13.7546,17.8594,18.2356,20.4916,45.9858,38.354,37.6076,31.3023,25.5675,28.023000000000003,27.1832,32.0571,11.2753,23.3328,22.3128
2066,苏美达,4.3429,5.1948,4.1381,2.8093,15.4812,8.5859,7.6094,7.1671,5.0068,5.3528,5.6908,5.6714,5.0731,5.1596,5.9855,6.1354,6.0983,5.6753,5.8837,6.4891,5.65,5.1788,5.9427
2067,盛屯矿业,3.9164,7.4845,8.272,7.8901,4.4618,5.604,6.0439,6.4187,6.8368,7.1254,7.1594,6.8511,4.8091,5.1909,4.7109,3.7851,2.1272,3.1861,3.5152,3.4775,1.8097,2.4472,3.4406
2068,南宁百货,13.9203,14.4327,14.572,14.1004,15.5308,15.5268,15.9316,14.7081,15.666,14.6545,15.0426,14.9082,15.5062,16.135,16.9451,16.7961,19.1922,18.6903,19.0252,18.8914,32.5397,31.0032,31.2045
2069,南京医药,6.1155,5.9518,5.8803,5.9201,5.6837,5.8629,5.8287,5.8812,6.0179,6.2528,6.313,6.3295,6.3527,6.5616,6.3856,6.6062,6.3501,6.5913,6.4963,6.6122,5.9689,6.4446,6.523
2071,凤凰股份,44.8035,43.098,38.6841,41.3843,34.0123,22.867,22.8773,28.343000000000004,33.0229,16.8505,12.7833,11.3055,6.4860000000000015,11.5854,12.8697,18.8817,16.7149,16.2885,17.427,18.1395,34.5631,33.1185,28.2182
2073,天津港,17.7085,20.2988,21.8101,22.5813,28.4478,29.5265,29.3079,27.9065,22.9341,22.1776,22.4354,21.7334,19.0166,19.9798,20.2757,19.2143,18.5903,19.4714,20.8065,20.4983,19.66,22.2656,20.8453
2074,大连热电,38.2004,26.8604,19.0608,20.7964,38.1626,27.4323,18.9588,16.9915,25.1271,14.4194,6.7145,11.5002,23.5194,12.568,5.4505,12.0538,35.0269,22.0738,15.2883,19.3228,34.5052,26.3264,17.6631
2075,金牛化工,10.5144,10.2999,9.0656,8.6337,5.5901,5.6759,6.353,8.5533,13.6656,11.1546,10.7685,9.508,5.1303,9.7007,11.4529,13.2449,6.9256,8.4786,8.2291,9.3982,8.8558,7.8198,8.0552
2077,首商股份,21.4998,21.9513,22.2994,22.7602,22.6549,23.1535,23.3496,23.1742,22.3266,22.8159,23.226,23.2635,22.6974,23.595,23.8719,23.8506,23.5696,23.7945,24.1967,23.949,27.4569,23.6506,25.5573
2078,宁波富达,30.6387,29.4398,28.6574,35.0842,46.3515,39.5502,38.572,32.5788,28.7165,30.7053,30.1599,24.9745,28.6315,28.9322,29.2988,28.1067,38.92,36.5872,35.4155,33.5499,28.0382,30.7503,30.482
2080,华电能源,25.6493,19.1062,14.1198,11.374,27.4301,18.8385,14.7207,12.0178,19.8577,13.5205,5.3991,3.3838,13.1336,7.9716,2.6063,1.7287,14.027,10.2308,6.9109,5.806,14.0659,6.237,0.8314
2081,鲁北化工,18.4411,19.8129,19.2124,20.3974,21.896,23.2046,23.0385,21.8382,20.5827,26.4854,27.8143,25.9054,35.2222,29.412,30.1752,28.3967,33.7439,34.4253,33.0829,31.6259,26.3883,26.8079,19.8513
2082,佳都科技,13.9117,16.0352,14.5473,18.839,11.751,14.8382,14.4876,16.3344,14.4668,12.9174,12.4125,13.6261,14.8269,14.7613,14.4914,14.822,13.419,12.605,12.1422,13.4918,13.7476,13.2814,13.5964
2083,重庆百货,15.6186,16.3842,16.6117,18.6788,14.6952,15.8534,16.2293,16.8016,16.551,17.8006,17.7768,17.683,18.625,18.4444,18.2904,18.4239,18.2271,18.1678,18.1882,18.0823,17.5659,17.627,17.6448
2084,湖南海利,23.3878,22.9874,22.4111,24.0341,23.9592,24.8088,23.874,23.7652,24.2102,24.8891,25.311,25.6295,24.6777,22.8292,22.7499,24.2461,23.5006,26.3923,27.2552,27.001,30.2219,30.3424,33.4505
2085,*ST实达,33.1674,35.0969,33.3552,24.3921,66.12899999999999,7.1076,7.0367,7.7652,7.4131,9.8442,9.6375,9.5654,7.0251,10.5056,10.3498,9.5117,6.7493,3.5753,3.8963,0.4004,11.4033,11.0449,9.5844
2089,新华锦,19.7648,22.1156,20.5749,22.2885,21.6031,21.8745,23.3952,24.0999,26.4201,25.1121,24.6729,25.9607,24.5411,23.0028,23.8371,25.4,26.8119,25.7417,24.8529,25.6692,25.0954,23.6041,22.6461
2090,苏州高新,26.1288,20.2651,21.9395,14.8491,18.909,20.2759,21.8974,21.2732,19.8438,19.9007,24.8467,29.0832,32.1903,31.7569,32.5608,34.0981,33.7223,33.7213,33.3994,32.1832,10.515,16.7161,14.3681
2092,中粮糖业,11.8079,12.361,11.6341,11.5664,11.7257,11.2304,12.4064,14.5297,18.6253,16.7109,15.6547,16.1686,14.8716,12.3557,13.3805,14.5705,18.7419,15.7359,14.17,12.4067,15.395,13.5338,14.2319
2093,辽宁成大,23.2275,20.2402,19.6125,18.7615,21.3788,21.9963,22.0251,20.8936,12.3985,15.0413,15.8766,15.0225,10.685,11.8898,12.4254,11.9983,13.4214,13.2806,14.1169,14.8761,21.477,18.5158,18.2394
2095,一汽富维,5.5152,5.8295,5.9404,5.917000000000002,5.8465,6.0041,6.499,6.5355,6.5112,6.6751,6.5542,6.6485,7.8575,8.032,7.8439999999999985,7.2897,8.4007,8.5052,8.148,8.3271,5.7128,9.9394,10.3962
2097,闻泰科技,32.3697,41.5821,41.4241,17.1265,10.8466,9.3821,8.6295,8.0224,6.5581,7.9518,8.1531,8.976,12.0202,8.1549,6.9523,9.0631,7.0153,8.316,7.991,10.3227,17.7501,17.3194,17.0176
2098,上实发展,31.8652,36.4449,43.4602,34.8667,45.2693,36.4963,34.3035,32.9047,53.8669,38.9486,35.8052,32.1039,37.0022,31.2061,29.0812,30.0322,27.4192,25.4019,27.1059,33.7428,30.8179,32.6685,31.9675
2099,江中药业,48.57,49.9125,48.5374,50.4856,73.8766,73.2146,71.742,70.8702,68.6038,69.5605,69.4344,69.4019,67.8956,67.9081,67.9801,67.4478,66.3409,68.0284,67.3153,66.6551,64.7811,65.6538,65.675
2101,锦江酒店,90.1576,90.9612,91.1601,91.1043,80.0193,90.0623,90.1326,90.5519,89.4084,90.3995,90.3464,90.4636,89.6536,89.8961,89.7038,89.6004,88.34700000000002,89.5489,89.734,89.8879,35.2033,14.3444,22.3214
2102,厦门国贸,3.647,4.6982,4.5148,5.8139,10.6682,6.4510000000000005,5.6812,5.3786,2.9893,3.8537,4.7517,4.1181,4.4236,4.5727,3.7274,3.4254,4.0178,3.3153,2.7079,3.0498,1.6523,2.3204,2.0033
2103,浪潮软件,36.5863,37.3724,36.2458,34.8094,56.149,52.4406,48.144,37.179,41.7957,48.9331,50.1172,47.0513,58.117,51.1916,52.0346,53.0812,55.5591,50.8604,48.6885,43.7735,52.7749,46.6212,45.6159
2104,长江传媒,31.691,25.1218,19.3304,12.2379,12.4982,10.5296,11.0127,11.6773,14.2473,17.3145,17.875,15.0979,19.5848,17.3273,17.2387,18.1743,30.6254,29.9008,26.8933,26.7963,39.298,27.094,29.214
2105,辽宁能源,23.9711,14.9841,9.4215,18.8438,21.2509,12.5532,11.4524,19.2816,28.0332,25.6897,24.2081,24.0256,16.9817,16.0367,15.8574,15.0598,20.473,17.4389,14.7401,15.6851,12.8871,11.1352,8.6431
2106,洲际油气,48.6373,56.5543,53.5878,52.5208,48.1965,49.8295,50.2358,50.2745,53.4163,48.0715,51.4913,54.4863,60.5298,62.3343,64.1901,67.2207,68.9542,68.9933,67.7141,71.4234,56.2303,48.6687,51.8371
2107,中航沈飞,4.8438,5.9649,4.6519,4.4344,4.5948,4.8893,5.1652,6.978,10.227,8.4747,7.6701,9.5143,8.0699,8.0435,7.7581,9.0906,8.9216,8.5352,8.8099,8.8982,9.5683,9.0147,9.2824
2108,通策医疗,41.8875,40.4902,41.8129,39.7998,43.1997,40.1537,40.9303,41.4134,44.0273,41.0676,43.5099,41.3628,42.9592,41.8226,44.7602,43.2893,46.6701,45.599,47.9297,46.0797,11.9327,40.3099,45.9895
2109,中国海防,13.4636,12.2849,12.1019,20.0152,21.4536,24.5568,25.2528,25.4881,26.2841,25.4913,26.2509,43.6209,36.8531,43.4928,45.6036,49.7135,48.8936,44.4472,43.1009,36.3172,30.5204,33.8742,32.7162
2110,中航重机,22.6975,20.6725,20.7095,22.5187,22.4514,26.8177,27.1663,25.7508,27.0508,28.2962,26.8564,25.6704,25.1352,28.3537,27.4954,25.9886,25.1214,27.3157,26.5516,26.1601,27.3235,28.8678,26.8708
2111,ST运盛,42.2708,60.7309,55.3234,62.1172,63.3574,66.3478,68.9718,66.9248,37.2187,57.9331,54.57899999999999,57.1646,33.4328,26.9679,28.2474,43.1537,19.5111,23.1651,7.4975,24.1918,22.9465,14.8064,26.1411
2112,宁波富邦,1.6842,1.7205,1.6359,1.398,0.2022,2.3497,3.4392,4.2336,2.6567,2.779,2.7349,2.3099,1.6941,2.8773,3.22,3.5583,3.2510000000000003,3.5518,2.9585,2.5227,4.8933,11.8196,7.6796
2113,广誉远,68.8185,71.0854,71.345,72.7727,78.1143,76.7931,77.8817,77.9423,78.9339,78.4551,79.8824,82.3894,82.5597,82.3736,82.1963,81.1158,77.6874,77.8618,78.1715,77.7855,75.9,74.5177,73.8028
2114,南京熊猫,14.922,14.5465,15.7167,14.7443,14.5699,14.0397,14.5736,14.4462,12.7539,14.2943,14.2517,14.2187,14.3247,14.5381,14.9502,16.067,13.5706,14.3609,13.8345,15.1095,11.9254,14.0376,13.8128
2115,东方通信,14.0123,10.8205,11.9103,13.6913,12.5805,14.2727,13.7801,20.4207,17.5273,17.8939,17.0972,17.4504,16.1764,16.8997,16.509,16.4249,14.0373,15.0017,13.7988,14.9199,1.3891,8.257,9.2563
2116,新潮能源,24.4831,23.9429,23.2947,22.0173,9.0751,3.74,11.4595,24.8068,49.0529,49.5407,49.2216,51.9876,53.6719,56.547,56.7966,55.3272,47.8653,48.965,48.925,47.489,45.13,23.0844,25.893
2118,友好集团,21.2742,22.3187,23.5327,22.9249,22.7271,22.2908,22.1455,21.882,22.7979,22.5528,22.5341,21.5972,23.361,24.1102,24.3197,24.3102,25.3327,25.8627,25.5798,25.1546,42.8413,47.3738,46.708
2119,水井坊,75.5786,74.2436,73.3656,75.3006,75.0233,74.3055,74.7068,76.1639,77.3803,78.0236,78.883,79.0638,80.7907,81.138,81.5717,81.8659,82.5836,82.2112,82.5018,82.8664,83.5471,82.3784,83.5031
2120,通宝能源,21.5588,20.2548,19.729,21.0834,17.0319,17.2158,16.4597,15.8851,10.2592,14.0564,12.9271,14.0564,15.871,15.3048,14.3467,14.2591,14.1132,14.0082,13.2644,13.7539,12.745,11.9009,11.0922
2121,*ST辅仁,44.8875,43.6032,48.0077,48.8611,34.6191,36.2244,39.7732,42.6223,37.4464,43.0978,44.315,40.3608,44.8672,44.7292,45.7185,44.0038,47.6497,46.2012,44.9112,43.0806,47.7267,47.75,46.041
2122,鲁银投资,12.5082,11.6411,11.0616,10.7986,5.7214,6.3335,6.8913,5.7605,11.5319,14.5892,15.7766,12.298,13.8653,12.7567,11.2519,8.9162,14.9259,24.1486,22.7267,19.938,22.9189,21.4071,20.3527
2123,新华百货,19.9355,20.5795,20.4195,20.1002,19.0983,19.6141,19.6908,20.2485,19.8954,20.3893,20.1192,20.0695,20.21,20.8647,20.9166,21.0493,22.4344,22.4234,22.19,21.8411,20.97,21.1645,20.9566
2124,中储股份,4.6765,3.9862,3.7027,3.5149,5.3236,5.9671,5.5710000000000015,4.9071,2.3689,4.2785,4.1785,2.1012,1.6167,4.7066,3.358,3.3721,3.2312,2.9629,2.7959,3.1571,2.8472,2.9714,3.0864
2125,鲁抗医药,19.2037,19.2011,18.5104,19.6936,18.9276,21.5765,22.5262,23.4896,24.7918,25.0529,25.3835,27.291,31.9706,31.0229,31.0494,31.1481,29.5418,29.0791,28.2078,28.2819,21.1971,21.1538,21.6789
2126,轻纺城,64.9432,62.6144,62.0888,61.7381,66.0102,64.8578,63.6996,63.0037,66.9403,64.8176,64.041,63.3115,63.8171,62.1688,62.3895,61.1874,61.6419,60.732,60.4378,59.5675,57.592,55.3735,53.7596
2127,保税科技,11.6676,20.2924,24.4076,25.0679,49.091,45.8468,30.0391,23.7609,25.9773,28.1081,21.5446,17.3882,10.6261,10.1097,12.5707,11.3889,22.768,18.3298,16.5051,17.1585,31.6932,25.634,23.3555
2128,国电电力,30.5027,31.9362,30.4167,31.0144,33.2743,32.6253,30.3214,25.5801,18.9337,18.8039,17.7484,17.0343,21.4822,21.3211,20.5897,18.608,21.7617,21.5965,20.8597,17.5055,23.1675,22.8021,22.6574
2130,浙大网新,16.8758,16.5087,16.1416,14.5068,21.2277,23.0737,22.6209,20.4085,21.4859,23.265,24.6909,25.9339,27.2361,29.1644,29.6554,30.5292,27.5026,30.0236,29.7868,29.1756,28.7195,27.1926,27.5808
2131,华新水泥,23.0688,23.117,23.2282,23.6552,17.4615,22.6744,24.4699,26.2814,21.4736,26.13,26.3527,29.5501,33.15,37.7615,38.2983,39.652,36.5461,41.7546,41.2463,40.7577,33.5537,38.981,40.3279
2132,新奥股份,23.9676,26.1438,29.3433,31.4933,26.0146,26.6332,25.2283,26.7025,27.9903,26.5817,25.8532,24.8976,22.8802,23.9847,23.5836,21.5339,20.576,20.6305,18.8394,17.5905,15.9778,19.41,19.2348
2133,鹏博士,60.6719,60.6629,61.1391,59.1667,58.2086,58.3889,57.9831,57.4441,52.3205,51.7117,53.7215,54.1145,53.1863,52.6183,51.8662,50.9594,45.957,45.283,44.5104,42.1576,51.65600000000001,45.1589,39.5829
2134,悦达投资,16.8027,13.2821,15.8026,13.351,14.720999999999998,14.6151,15.2689,12.254,19.3569,20.3007,19.937,14.055,18.9639,16.3721,15.9885,14.8488,12.0989,13.772,14.1691,16.9338,1.9287,3.3308,7.4357
2135,济南高新,40.1755,42.0012,43.4002,34.3714,27.9546,27.7392,30.3502,31.6804,36.928,30.4001,34.2662,27.2894,3.979,5.669,4.2761,13.648,27.6944,19.3451,20.4339,25.6097,43.4344,41.5323,35.1889
2136,山西汾酒,67.8976,67.251,67.2474,67.3685,70.0301,68.5866,67.7236,68.6821,71.4823,71.0765,69.3862,69.8381,70.9493,69.6467,69.4356,66.2135,71.9442,71.4564,69.189,71.9218,72.2248,71.7042,72.1675
2137,神马股份,3.8453,3.4448,4.0749,6.9805,8.567,8.3327,7.7629,7.5636,7.3462,7.5379999999999985,7.8209,7.9448,11.736,14.3896,14.2611,14.1709,11.4315,10.5174,9.4362,8.9628,6.9189,6.3995,12.805
2138,东方集团,2.7163,1.8109,1.46,1.2427,2.2411,0.8407,1.0594,3.3698,1.2683,2.9094,3.0907,6.1101,1.9872,4.3128,4.867,6.8242,2.512,1.7809,2.2182,2.2168,3.6716,3.5079,3.5476
2140,华北制药,16.9201,16.2301,16.9212,18.1923,17.5934,18.7624,19.3269,19.3585,20.7634,23.3176,27.3496,31.7023,35.744,38.3855,38.5075,42.1881,41.8963,40.6992,41.038,42.2113,37.7015,37.5116,35.4196
2141,杭州解百,22.1946,22.0285,22.3293,21.6272,22.6106,22.7825,22.7483,22.6024,22.063,22.563,22.5936,22.6285,22.4725,22.9346,22.2307,21.5193,21.2979,21.1984,20.9651,20.4998,18.7944,18.9976,18.23
2142,ST宏盛,76.1991,80.3649,74.094,61.8607,63.7338,56.0157,81.4533,65.736,93.7148,93.778,93.8763,57.8431,42.1384,38.9513,44.6564,35.1862,97.2294,40.3562,32.4563,28.2898,21.0131,19.6146,21.5009
2143,中路股份,19.7754,13.8058,15.6288,17.25,18.5182,12.8737,10.4589,11.6738,10.1396,11.715,11.8856,11.3155,16.1036,13.0526,13.0877,13.1893,19.2454,12.2279,12.7924,13.0137,14.6345,14.5811,13.8584
2144,耀皮玻璃,17.4705,17.4514,18.4037,17.484,19.5549,20.6404,21.4317,20.3177,19.1316,17.8342,17.8205,17.2507,16.6176,18.0525,17.7007,18.4394,17.8551,19.2157,19.756,21.5873,20.0727,19.8984,21.6129
2145,隧道股份,14.2002,13.1581,12.5161,12.8178,12.748,12.608,11.6687,11.8511,10.5956,12.2368,11.6615,11.9334,12.4822,12.7164,12.8263,12.5818,12.5665,12.1598,11.6997,12.2936,11.9238,8.9823,10.4348
2146,*ST劝业,18.4154,15.629,16.665,22.4587,24.0428,24.4874,24.5222,18.1728,22.0544,20.8594,21.916,23.1372,18.1014,18.5563,21.1561,21.0325,18.1194,21.5575,24.5149,25.3234,91.969,83.7534,64.7269
2147,上海物贸,1.4048,1.1697,0.9785,0.88,1.1211,1.3869999999999998,1.7007,2.1039,5.0018,5.4172,5.3742,5.7543,4.9786,5.3327,5.3389,5.9967,7.3291,5.267,5.4357,5.4354,6.8478,4.0360000000000005,3.8998
2149,世茂股份,44.6813,36.6287,32.3706,36.3172,32.1904,31.7763,27.8966,35.8432,34.7166,40.4891,39.1163,44.9124,43.88399999999999,40.6159,36.9633,44.5604,31.3085,30.6467,32.4575,35.006,39.5991,37.7221,37.8081
2151,新华传媒,31.3248,32.0752,32.4571,31.3439,35.1565,33.8921,34.6993,33.4639,37.5956,35.8998,36.1636,36.83,41.9826,35.1599,36.3414,35.7636,35.7513,34.856,34.4811,34.2891,38.4559,34.1691,34.1188
2152,兰生股份,4.5728,4.8701,4.901,4.9464,5.5021,6.2869,5.8954,5.6648,7.0208,6.4378,6.1473,5.8048,4.9405,5.2347,5.3376,5.0908,5.517,5.7072,5.2241,5.0475,5.585,5.2843,5.7649
2153,茂业商业,21.1266,22.154,23.0471,22.388,25.3463,26.5251,27.7965,26.1833,25.8755,27.0837,28.0993,28.1027,27.3293,29.1018,29.7515,29.2625,29.2805,30.1179,30.6704,31.0664,67.3517,65.1892,64.2126
2154,人民同泰,16.0554,12.984000000000002,11.8482,11.0884,9.642,9.6538,9.9511,10.0216,10.639,11.2397,11.3527,11.6035,13.452,12.674,12.6452,12.8151,13.8088,12.7763,12.2651,12.2194,12.1099,11.1594,10.9654
2155,广电网络,37.0601,35.7752,34.4067,34.6308,40.9977,37.1124,35.524,33.3082,33.9628,34.0991,31.0857,31.5039,33.9731,32.2239,30.1189,32.2566,29.2216,30.2822,29.8837,25.0611,29.4462,27.4654,28.733
2157,申通地铁,9.0481,11.1112,8.273,9.7209,7.4107,10.0775,12.4433,6.5643,14.7775,16.0535,14.8129,10.856,12.6144,6.9193,5.8805,5.9481,22.5769,6.8551,9.7142,12.8924,31.0625,29.101,26.4481
2158,上海机电,20.2175,20.6271,21.0866,21.6509,21.0758,21.3557,21.3644,21.953000000000007,21.5563,20.5917,20.8576,21.7975,20.3627,20.0034,19.7394,19.0981,17.0803,16.6935,16.542,16.5035,14.6568,16.2735,16.5627
2159,海通证券,69.2612,62.398,55.1948,55.0132,44.7459,42.4708,40.6521,38.0164,44.5865,41.9386,44.2607,43.5378,40.3868,37.149,30.7452,29.9171,50.2892,43.1348,40.6489,38.8513,45.3614,43.9793,43.3985
2160,上海九百,53.5664,52.8981,50.9555,50.3365,53.2994,54.7599,53.9998,47.0887,49.877,49.7747,48.5872,45.0978,56.5188,61.2402,60.7684,60.5823,63.7699,63.3225,60.3512,58.1837,40.4448,32.4136,27.5826
2162,四川长虹,13.9974,13.8903,13.2055,13.2533,14.4163,14.9251,14.8459,14.2759,13.4942,13.7054,12.9795,12.7914,12.8806,12.1917,12.2262,12.4716,12.2672,11.9602,11.9436,11.5138,8.2148,9.6253,9.9357
2163,上柴股份,17.9128,18.0268,17.5025,18.000999999999994,15.4116,14.8053,15.2116,15.3152,14.2445,14.9198,16.1484,15.7119,14.3227,14.2075,14.425,15.5227,14.9851,17.4834,17.0509,16.706,15.2127,16.409000000000002,15.7501
2164,上工申贝,33.0651,32.4716,31.1517,30.2194,30.3492,29.7822,29.052,26.1793,29.0429,28.9555,28.4558,26.7355,31.4949,29.5923,28.5407,27.4447,26.8251,26.0793,25.1915,24.8413,26.6218,25.4862,25.2305
2165,宝信软件,28.0933,27.7048,26.3831,27.2627,28.5741,29.9125,29.8042,28.8592,27.0133,28.7022,28.3001,26.6625,32.0322,28.9117,29.3774,27.9413,30.2205,32.4177,29.8929,30.0365,36.6219,35.2537,32.9079
2181,万里股份,16.5792,14.0509,13.0742,7.48,6.442,8.9092,12.9612,3.1858,12.0813,12.0192,11.7927,12.0201,14.7772,13.9257,12.3302,11.0746,12.12,10.8324,12.7789,14.3931,9.4241,12.0685,13.4148
2183,华东电脑,18.6124,18.8924,18.1229,16.8855,18.4978,17.8139,17.974,17.4222,18.1083,17.4466,17.0731,16.5244,16.7776,16.4466,15.9287,15.7214,16.0276,16.3254,16.0327,14.9504,17.113,16.2151,15.9809
2185,龙建股份,10.5741,10.064,8.7607,7.7338,11.3492,8.8216,6.1752,6.1151,11.2058,7.6344,6.287000000000001,6.8561,17.2321,11.2023,7.4456,7.4462,17.2992,11.9651,8.8332,8.9604,20.8824,10.8234,8.2334
2186,航天长峰,31.8778,24.8493,23.8571,22.1608,23.9673,22.9329,21.368,22.0845,23.6629,23.0267,23.2049,18.942,22.667,20.8686,21.3967,19.1825,20.3867,15.6985,20.6694,22.0216,33.9708,37.6497,28.6798
2187,宁波中百,12.6676,12.01,11.7569,11.7889,14.2301,13.2544,13.3645,12.6186,14.0565,13.6391,13.1647,12.5663,13.3952,13.2204,12.5233,12.3138,13.4735,12.9824,12.6774,12.0934,11.1337,7.6716,7.5802
2188,*ST京城,5.1952,5.8446,5.8955,5.6899,2.2434,5.3831,3.7075,11.0193,6.5644,11.6137,8.997,16.1665,9.4382,13.1069,10.809,9.3438,5.8876,10.973,9.8454,8.8205,0.7508,12.0608,11.7543
2189,中航高科,14.1418,20.6868,13.9719,24.083,20.541,20.5127,21.66,19.0451,26.7168,25.8496,24.7538,25.4106,22.6062,28.4523,29.7629,35.7638,31.2778,34.6285,30.8603,32.799,32.7061,30.8392,30.4796
2190,内蒙华电,14.1791,19.5307,22.8897,19.2761,7.977,16.3416,17.3029,15.3373,1.1709,11.9476,17.0788,17.4857,17.1306,21.1596,22.066,21.4296,18.1121,20.3241,20.2052,18.9798,13.3675,16.9985,17.3289
2191,哈投股份,25.4626,31.3859,26.5937,25.8817,22.9564,30.4087,28.4891,26.2452,21.1509,30.9425,25.9701,20.754,9.7137,18.883,15.3008,14.2382,11.7579,22.5314,19.8135,19.4164,11.775,19.5551,15.8348
2192,星湖科技,4.4491,2.9047,4.4563,5.3766,7.1443,10.6426,14.7728,20.4286,20.1627,15.1455,17.1289,17.2631,18.8099,22.753,25.3728,25.8416,31.9397,34.1582,34.8492,35.0862,35.6007,36.0139,35.6066
2193,通化东宝,73.2579,73.4164,73.9287,75.2639,77.9605,77.1735,75.4467,75.8942,75.7978,75.1019,75.3045,74.6806,73.1362,73.73899999999998,71.9438,72.3338,75.023,74.9078,74.7544,74.0198,79.4966,79.0466,78.9011
2194,远东股份,18.8669,18.4872,18.1631,19.3267,20.7457,17.975,17.4925,17.3319,14.2708,12.6993,12.6907,12.8594,14.4641,15.0746,14.8924,15.4515,19.1823,17.2754,17.079,17.117,15.8333,15.996,13.8993
2195,梅花生物,22.1671,20.9381,20.4596,20.3271,24.1481,23.5631,24.2061,25.3493,28.8528,26.808000000000003,24.4299,25.8066,23.954,23.9621,24.5813,24.9032,26.2397,25.194000000000006,23.4323,22.5756,22.7701,23.1526,21.647
2197,创业环保,41.5919,43.9609,46.2346,37.8585,37.5878,39.9268,39.7203,41.286,41.9908,42.1856,42.994,39.8992,38.3508,41.4282,40.3029,36.3209,33.1879,33.5062,32.7045,31.9714,33.1294,31.5947,32.9851
2198,航天电子,26.3599,24.9521,25.509,20.6388,25.1649,20.4436,15.9409,17.2788,17.6381,16.3266,16.7392,17.5144,16.1739,15.804,16.6496,17.6236,18.5364,17.8399,18.332,19.2028,19.5538,17.3272,18.3712
