,mean_Window1,mean_Window2,keep_Time,price_position,uppercent,meanSuccess,meanGains,meanLoss,hold_rate
0,10,60,20,0,32,0.811965811965812,0.08754254142253487,-0.013262416142566638,0.6328546318871452
1,10,60,20,1,32,0.8115942028985508,0.06807300736076942,-0.010734016479781878,0.6302512640968612
2,10,60,20,2,32,0.7722772277227723,0.06747998655690918,-0.013946723604912507,0.554087994273593
3,10,60,20,3,32,0.8,0.0730350371314939,-0.012552491530336411,0.6082206825985971
4,10,60,20,4,32,0.7758620689655172,0.0790335165228038,-0.01228996735368692,0.5636801342245953
5,10,60,20,5,32,0.8205128205128205,0.10112909481618534,-0.011449922506686193,0.6518265335644218
6,10,60,20,6,32,0.8769230769230769,0.1217146938794043,-0.007606753155685805,0.7621933211361281
7,10,60,20,7,32,0.6959459459459459,0.09333986248919084,-0.02266947496851946,0.41453834805453926
